date,cpi
2021-10-01,117.1038
2022-01-01,119.2357
2022-04-01,121.2837
2022-07-01,123.205
2022-10-01,124.4084
2023-01-01,125.8884
2023-04-01,127.5286
2023-07-01,128.5056
2023-10-01,129.4005
2024-01-01,130.8294
2024-04-01,132.0232
2024-07-01,132.8163
2024-10-01,133.8731
2025-01-01,135.2336
