date,country,cpi
1988-07-01,France,65.00353
1988-07-01,Germany,61.63506
1988-07-01,Japan,89.18743
1988-07-01,New Zealand,55.131130000000006
1988-07-01,Sweden,58.72221
1988-07-01,United Kingdom,52.46383
1988-07-01,United States,51.11379
1988-10-01,Australia,49.19639
1988-10-01,Canada,59.11224
1988-10-01,France,65.44624
1988-10-01,Germany,61.98102
1988-10-01,Japan,89.84121999999999
1988-10-01,New Zealand,55.75551
1988-10-01,Sweden,59.75479
1988-10-01,United Kingdom,53.76066
1988-10-01,United States,51.86991
1989-01-01,Australia,49.64909
1989-01-01,Canada,59.84998
1989-01-01,France,65.89726999999999
1989-01-01,Germany,62.71013000000001
1989-01-01,Japan,89.60692
1989-01-01,New Zealand,56.47247
1989-01-01,Sweden,60.70084
1989-01-01,United Kingdom,54.63511
1989-01-01,United States,52.36483
1989-04-01,Australia,50.75236
1989-04-01,Canada,60.77196
1989-04-01,France,66.50389
1989-04-01,Germany,63.27224
1989-04-01,Japan,91.73325
1989-04-01,New Zealand,56.95554
1989-04-01,Sweden,61.74566
1989-04-01,United Kingdom,56.13701999999999
1989-04-01,United States,52.90099
1989-07-01,Australia,51.85892
1989-07-01,Canada,61.68096
1989-07-01,France,67.00731
1989-07-01,Germany,63.30917
1989-07-01,Japan,91.86841
1989-07-01,New Zealand,58.65843
1989-07-01,Sweden,62.30868
1989-07-01,United Kingdom,56.74751
1989-07-01,United States,53.38215
1989-10-01,Australia,52.9265
1989-10-01,Canada,62.33134
1989-10-01,France,67.44248
1989-10-01,Germany,63.58879
1989-10-01,Japan,92.4782
1989-10-01,New Zealand,59.383680000000005
1989-10-01,Sweden,63.61937
1989-10-01,United Kingdom,57.912180000000006
1989-10-01,United States,54.12453000000001
1990-01-01,Australia,54.01592
1990-01-01,Canada,62.93032
1990-01-01,France,67.85042
1990-01-01,Germany,64.26678000000001
1990-01-01,Japan,92.4566
1990-01-01,New Zealand,60.08495
1990-01-01,South Korea,42.91821
1990-01-01,Sweden,65.78228
1990-01-01,United Kingdom,58.8774
1990-01-01,United States,54.81191
1990-04-01,Australia,54.81462
1990-04-01,Canada,63.51836
1990-04-01,France,68.53829
1990-04-01,Germany,64.63318000000001
1990-04-01,Japan,93.86553
1990-04-01,New Zealand,61.12812
1990-04-01,South Korea,44.03538
1990-04-01,Sweden,67.09594
1990-04-01,United Kingdom,61.85499
1990-04-01,United States,55.45805
1990-07-01,Australia,55.30265
1990-07-01,Canada,64.15576
1990-07-01,France,69.05632
1990-07-01,Germany,64.93366
1990-07-01,Japan,93.95263
1990-07-01,New Zealand,61.68898000000001
1990-07-01,South Korea,44.57421
1990-07-01,Sweden,68.03959
1990-07-01,United Kingdom,62.83012
1990-07-01,United States,56.24166
1990-10-01,Australia,56.411640000000006
1990-10-01,Canada,64.93706
1990-10-01,France,69.61017
1990-10-01,Germany,65.43436
1990-10-01,Japan,94.87247
1990-10-01,New Zealand,62.21998000000001
1990-10-01,South Korea,45.033
1990-10-01,Sweden,69.3974
1990-10-01,United Kingdom,63.74067
1990-10-01,United States,56.95654
1991-01-01,Australia,56.54247
1991-01-01,Canada,67.02662
1991-01-01,France,70.25155
1991-01-01,Germany,65.98555999999999
1991-01-01,Japan,94.9828
1991-01-01,New Zealand,62.81914
1991-01-01,South Korea,46.66961
1991-01-01,Sweden,73.14126
1991-01-01,United Kingdom,64.23943
1991-01-01,United States,57.82265
1991-04-01,Australia,56.90967
1991-04-01,Canada,67.7159
1991-04-01,France,70.83398000000001
1991-04-01,Germany,66.65607
1991-04-01,Japan,96.33405
1991-04-01,New Zealand,63.05171
1991-04-01,South Korea,47.78678
1991-04-01,Sweden,74.8264
1991-04-01,United Kingdom,65.3578
1991-04-01,United States,58.27632
1991-07-01,Australia,57.01617
1991-07-01,Canada,68.17564
1991-07-01,France,71.3587
1991-07-01,Germany,67.59853000000001
1991-07-01,Japan,96.48462
1991-07-01,New Zealand,63.25457
1991-07-01,South Korea,48.60491
1991-07-01,Sweden,74.95100000000001
1991-07-01,United Kingdom,65.63239
1991-07-01,United States,58.85372
1991-10-01,Australia,57.73336
1991-10-01,Canada,68.54151999999999
1991-10-01,France,71.98346
1991-10-01,Germany,69.0249
1991-10-01,Japan,97.42857
1991-10-01,New Zealand,63.25479
1991-10-01,South Korea,49.20334
1991-10-01,Sweden,76.43337
1991-10-01,United Kingdom,66.38264000000001
1991-10-01,United States,59.48611
1992-01-01,Australia,57.69143
1992-01-01,Canada,68.80395
1992-01-01,France,72.5518
1992-01-01,Germany,70.03828
1992-01-01,Japan,97.31571
1992-01-01,New Zealand,63.62621
1992-01-01,South Korea,50.18156
1992-01-01,Sweden,77.21665
1992-01-01,United Kingdom,66.75358
1992-01-01,United States,60.06351
1992-04-01,Australia,57.44234
1992-04-01,Canada,69.11222
1992-04-01,France,73.18977
1992-04-01,Germany,70.87586
1992-04-01,Japan,99.02361
1992-04-01,New Zealand,63.8518
1992-04-01,South Korea,51.17884
1992-04-01,Sweden,77.59449000000001
1992-04-01,United Kingdom,68.37791
1992-04-01,United States,60.51719
1992-07-01,Australia,57.50984
1992-07-01,Canada,69.33614
1992-07-01,France,73.65001
1992-07-01,Germany,71.57648
1992-07-01,Japan,98.8617
1992-07-01,New Zealand,63.84208
1992-07-01,South Korea,51.39783
1992-07-01,Sweden,78.07816
1992-07-01,United Kingdom,68.51424
1992-07-01,United States,60.91587
1992-10-01,Australia,57.78128
1992-10-01,Canada,69.78419
1992-10-01,France,74.03198
1992-10-01,Germany,71.93454
1992-10-01,Japan,99.51456
1992-10-01,New Zealand,63.95271999999999
1992-10-01,South Korea,51.77692
1992-10-01,Sweden,79.19779
1992-10-01,United Kingdom,68.72976
1992-10-01,United States,61.52076
1993-01-01,Australia,58.18489
1993-01-01,Canada,70.20073000000001
1993-01-01,France,74.65987
1993-01-01,Germany,74.04926999999999
1993-01-01,Japan,99.00834
1993-01-01,New Zealand,63.89484
1993-01-01,South Korea,52.83484
1993-01-01,Sweden,80.84263
1993-01-01,United Kingdom,67.95635
1993-01-01,United States,62.15316
1993-04-01,Australia,58.54932
1993-04-01,Canada,70.31891999999999
1993-04-01,France,75.21777
1993-04-01,Germany,74.73454
1993-04-01,Japan,100.3217
1993-04-01,New Zealand,64.55926
1993-04-01,South Korea,53.91145
1993-04-01,Sweden,81.3893
1993-04-01,United Kingdom,69.05354
1993-04-01,United States,62.579330000000006
1993-07-01,Australia,58.79318000000001
1993-07-01,Canada,70.68075
1993-07-01,France,75.48604
1993-07-01,Germany,75.56049
1993-07-01,Japan,100.3235
1993-07-01,New Zealand,64.91457
1993-07-01,South Korea,54.15195
1993-07-01,Sweden,81.39848
1993-07-01,United Kingdom,69.36713
1993-07-01,United States,62.89553000000001
1993-10-01,Australia,58.8029
1993-10-01,Canada,71.18271999999999
1993-10-01,France,75.79996
1993-10-01,Germany,75.69028
1993-10-01,Japan,100.6989
1993-10-01,New Zealand,65.14275
1993-10-01,South Korea,54.4517
1993-10-01,Sweden,82.54377
1993-10-01,United Kingdom,69.79153000000001
1993-10-01,United States,63.41794
1994-01-01,Australia,59.19266999999999
1994-01-01,Canada,70.73222
1994-01-01,France,76.20055
1994-01-01,Germany,76.4671
1994-01-01,Japan,100.0512
1994-01-01,New Zealand,65.1524
1994-01-01,South Korea,55.68736
1994-01-01,Sweden,82.73335
1994-01-01,United Kingdom,69.77096
1994-01-01,United States,63.94035
1994-04-01,Australia,59.53634
1994-04-01,Canada,70.35063000000001
1994-04-01,France,76.60708000000001
1994-04-01,Germany,76.91041
1994-04-01,Japan,101.3203
1994-04-01,New Zealand,65.58859
1994-04-01,South Korea,56.74493
1994-04-01,Sweden,83.39177
1994-04-01,United Kingdom,70.90586
1994-04-01,United States,64.35278000000001
1994-07-01,Australia,59.8792
1994-07-01,Canada,70.64231
1994-07-01,France,76.80001
1994-07-01,Germany,77.42201999999999
1994-07-01,Japan,101.0478
1994-07-01,New Zealand,66.42608
1994-07-01,South Korea,57.38356
1994-07-01,Sweden,83.52552
1994-07-01,United Kingdom,70.90514
1994-07-01,United States,64.73772
1994-10-01,Australia,60.46681
1994-10-01,Canada,71.05181999999999
1994-10-01,France,77.14827
1994-10-01,Germany,77.46726
1994-10-01,Japan,101.5731
1994-10-01,New Zealand,67.29867
1994-10-01,South Korea,57.60396
1994-10-01,Sweden,84.47975
1994-10-01,United Kingdom,71.53073
1994-10-01,United States,65.17764
1995-01-01,Australia,61.31422
1995-01-01,Canada,71.64296
1995-01-01,France,77.48874
1995-01-01,Germany,78.22762
1995-01-01,Japan,101.0271
1995-01-01,New Zealand,68.18935
1995-01-01,South Korea,58.58078
1995-01-01,Sweden,84.8738
1995-01-01,United Kingdom,71.94779
1995-01-01,United States,65.81004
1995-04-01,Australia,62.32744
1995-04-01,Canada,72.09052
1995-04-01,France,77.89925
1995-04-01,Germany,78.46391
1995-04-01,Japan,101.6651
1995-04-01,New Zealand,68.86891
1995-04-01,South Korea,59.67785
1995-04-01,Sweden,85.66689000000001
1995-04-01,United Kingdom,73.35644
1995-04-01,United States,66.3187
1995-07-01,Australia,62.95887
1995-07-01,Canada,72.47009
1995-07-01,France,78.34843000000001
1995-07-01,Germany,79.07593
1995-07-01,Japan,101.5187
1995-07-01,New Zealand,69.2452
1995-07-01,South Korea,60.35633000000001
1995-07-01,Sweden,85.84673000000001
1995-07-01,United Kingdom,73.53499000000001
1995-07-01,United States,66.64864
1995-10-01,Australia,63.557030000000005
1995-10-01,Canada,72.64808000000001
1995-10-01,France,78.86411
1995-10-01,Germany,79.03236
1995-10-01,Japan,101.9242
1995-10-01,New Zealand,69.58385
1995-10-01,South Korea,60.85567
1995-10-01,Sweden,86.73923
1995-10-01,United Kingdom,73.70184
1995-10-01,United States,67.1573
1996-01-01,Australia,64.28841
1996-01-01,Canada,72.83636
1996-01-01,France,79.33
1996-01-01,Germany,79.7043
1996-01-01,Japan,101.3529
1996-01-01,New Zealand,69.95626
1996-01-01,South Korea,61.87339
1996-01-01,Sweden,87.26312
1996-01-01,United Kingdom,73.80672
1996-01-01,United States,67.70721
1996-04-01,Australia,64.69064
1996-04-01,Canada,73.14733000000001
1996-04-01,France,79.85619
1996-04-01,Germany,79.8437
1996-04-01,Japan,102.1965
1996-04-01,New Zealand,70.45448
1996-04-01,South Korea,62.77016
1996-04-01,Sweden,87.36589000000001
1996-04-01,United Kingdom,74.71335
1996-04-01,United States,68.09215
1996-07-01,Australia,64.83279
1996-07-01,Canada,73.48201999999999
1996-07-01,France,79.85757
1996-07-01,Germany,80.21327
1996-07-01,Japan,101.9191
1996-07-01,New Zealand,70.8147
1996-07-01,South Korea,63.26985
1996-07-01,Sweden,86.60854
1996-07-01,United Kingdom,74.81409000000001
1996-07-01,United States,68.42209
1996-10-01,Australia,64.73351
1996-10-01,Canada,73.75394
1996-10-01,France,79.96471
1996-10-01,Germany,80.20831
1996-10-01,Japan,102.3675
1996-10-01,New Zealand,71.34988
1996-10-01,South Korea,63.58934
1996-10-01,Sweden,86.82413000000001
1996-10-01,United Kingdom,75.48566
1996-10-01,United States,68.90326
1997-01-01,Australia,64.70554
1997-01-01,Canada,74.10696
1997-01-01,France,80.18412
1997-01-01,Germany,81.03461999999999
1997-01-01,Japan,101.7931
1997-01-01,New Zealand,71.00690999999999
1997-01-01,South Korea,64.16731999999999
1997-01-01,Sweden,86.62977
1997-01-01,United Kingdom,75.28419
1997-01-01,United States,69.39817
1997-04-01,Australia,64.43648
1997-04-01,Canada,74.48583
1997-04-01,France,80.57996
1997-04-01,Germany,81.09385999999999
1997-04-01,Japan,103.8918
1997-04-01,New Zealand,71.01749000000001
1997-04-01,South Korea,64.86591
1997-04-01,Sweden,87.23073000000001
1997-04-01,United Kingdom,76.09009
1997-04-01,United States,69.82435
1997-07-01,Australia,64.08791
1997-07-01,Canada,74.66323
1997-07-01,France,80.61192
1997-07-01,Germany,82.10023000000001
1997-07-01,Japan,103.904
1997-07-01,New Zealand,71.37501
1997-07-01,South Korea,65.36489
1997-07-01,Sweden,87.0453
1997-07-01,United Kingdom,76.15725
1997-07-01,United States,69.98931999999999
1997-10-01,Australia,64.24722
1997-10-01,Canada,74.67631
1997-10-01,France,80.67113
1997-10-01,Germany,81.92651
1997-10-01,Japan,104.8083
1997-10-01,New Zealand,71.85968000000001
1997-10-01,South Korea,65.86388000000001
1997-10-01,Sweden,87.98472
1997-10-01,United Kingdom,76.89599
1997-10-01,United States,70.42924000000001
1998-01-01,Australia,64.58221
1998-01-01,Canada,75.18385
1998-01-01,France,80.80283
1998-01-01,Germany,82.27701
1998-01-01,Japan,103.9338
1998-01-01,New Zealand,71.79618
1998-01-01,South Korea,67.89862
1998-01-01,Sweden,86.76156999999999
1998-01-01,United Kingdom,76.5602
1998-01-01,United States,70.92416
1998-04-01,Australia,64.94509000000001
1998-04-01,Canada,75.41908000000001
1998-04-01,France,81.26241
1998-04-01,Germany,82.46509
1998-04-01,Japan,104.5861
1998-04-01,New Zealand,72.20113
1998-04-01,South Korea,68.47695
1998-04-01,Sweden,86.99838000000001
1998-04-01,United Kingdom,77.33251
1998-04-01,United States,71.36409
1998-07-01,Australia,64.99551
1998-07-01,Canada,75.67565
1998-07-01,France,81.25182
1998-07-01,Germany,82.96413000000001
1998-07-01,Japan,104.2571
1998-07-01,New Zealand,72.47192
1998-07-01,South Korea,68.23751
1998-07-01,Sweden,86.42981999999999
1998-07-01,United Kingdom,77.16462
1998-07-01,United States,71.66653000000001
1998-10-01,Australia,65.22624
1998-10-01,Canada,75.81891999999999
1998-10-01,France,81.27387
1998-10-01,Germany,82.86523000000001
1998-10-01,Japan,104.6279
1998-10-01,New Zealand,71.77441999999999
1998-10-01,South Korea,68.09891999999999
1998-10-01,Sweden,86.80291
1998-10-01,United Kingdom,77.76904
1998-10-01,United States,72.07896
1999-01-01,Australia,65.17895
1999-01-01,Canada,75.89291999999999
1999-01-01,France,81.30502
1999-01-01,Germany,82.85757
1999-01-01,Japan,103.8265
1999-01-01,New Zealand,71.45528
1999-01-01,South Korea,68.07916999999999
1999-01-01,Sweden,86.62642
1999-01-01,United Kingdom,77.3661
1999-01-01,United States,72.47765
1999-04-01,Australia,65.35501
1999-04-01,Canada,76.56392
1999-04-01,France,81.7714
1999-04-01,Germany,82.85146999999999
1999-04-01,Japan,104.5456
1999-04-01,New Zealand,71.66636
1999-04-01,South Korea,68.05943
1999-04-01,Sweden,87.10674
1999-04-01,United Kingdom,78.0041
1999-04-01,United States,72.86258000000001
1999-07-01,Australia,65.73337
1999-07-01,Canada,76.99635
1999-07-01,France,81.70212
1999-07-01,Germany,83.25457
1999-07-01,Japan,104.1511
1999-07-01,New Zealand,71.95307
1999-07-01,South Korea,67.93881999999999
1999-07-01,Sweden,86.95818
1999-07-01,United Kingdom,77.6683
1999-07-01,United States,73.09629
1999-10-01,Australia,66.19513
1999-10-01,Canada,77.11269
1999-10-01,France,81.68732
1999-10-01,Germany,83.19407
1999-10-01,Japan,104.4274
1999-10-01,New Zealand,72.09900999999999
1999-10-01,South Korea,68.05943
1999-10-01,Sweden,87.49880999999999
1999-10-01,United Kingdom,78.07125
1999-10-01,United States,73.53622
2000-01-01,Australia,66.64908
2000-01-01,Canada,77.19296
2000-01-01,France,81.72936999999999
2000-01-01,Germany,83.34036
2000-01-01,Japan,103.5513
2000-01-01,New Zealand,73.47684
2000-01-01,South Korea,68.69841
2000-01-01,Sweden,86.83195
2000-01-01,United Kingdom,77.43325
2000-01-01,United States,74.07236999999999
2000-04-01,Australia,67.02261
2000-04-01,Canada,77.73611
2000-04-01,France,82.00344
2000-04-01,Germany,83.22565999999999
2000-04-01,Japan,103.9262
2000-04-01,New Zealand,74.06435
2000-04-01,South Korea,69.02213
2000-04-01,Sweden,87.36924
2000-04-01,United Kingdom,77.97051
2000-04-01,United States,74.62228
2000-07-01,Australia,69.8252
2000-07-01,Canada,78.23093
2000-07-01,France,82.10343
2000-07-01,Germany,83.56654
2000-07-01,Japan,103.6603
2000-07-01,New Zealand,74.7328
2000-07-01,South Korea,69.48304
2000-07-01,Sweden,87.17599
2000-07-01,United Kingdom,77.6683
2000-07-01,United States,74.96597
2000-10-01,Australia,69.9557
2000-10-01,Canada,78.55629
2000-10-01,France,82.28539
2000-10-01,Germany,83.68253
2000-10-01,Japan,103.3802
2000-10-01,New Zealand,75.58681
2000-10-01,South Korea,69.89845
2000-10-01,Sweden,87.9903
2000-10-01,United Kingdom,78.27273000000001
2000-10-01,United States,75.41965
2001-01-01,Australia,70.52045
2001-01-01,Canada,78.73059
2001-01-01,France,82.39474
2001-01-01,Germany,84.02150999999999
2001-01-01,Japan,102.562
2001-01-01,New Zealand,75.2644
2001-01-01,South Korea,71.00715
2001-01-01,Sweden,87.87749000000001
2001-01-01,United Kingdom,77.80261999999999
2001-01-01,United States,76.05204
2001-04-01,Australia,71.04397
2001-04-01,Canada,79.4985
2001-04-01,France,82.97084
2001-04-01,Germany,84.28291
2001-04-01,Japan,102.9858
2001-04-01,New Zealand,75.8261
2001-04-01,South Korea,71.74629
2001-04-01,Sweden,88.9811
2001-04-01,United Kingdom,78.77641
2001-04-01,United States,76.57445
2001-07-01,Australia,71.4927
2001-07-01,Canada,80.0575
2001-07-01,France,83.18826
2001-07-01,Germany,84.70487
2001-07-01,Japan,102.8384
2001-07-01,New Zealand,76.18670999999999
2001-07-01,South Korea,71.9078
2001-07-01,Sweden,89.08945
2001-07-01,United Kingdom,78.87715
2001-07-01,United States,76.97313
2001-10-01,Australia,72.04432
2001-10-01,Canada,79.94716
2001-10-01,France,83.45535
2001-10-01,Germany,85.08444
2001-10-01,Japan,102.7338
2001-10-01,New Zealand,76.78031
2001-10-01,South Korea,72.16135
2001-10-01,Sweden,89.85126
2001-10-01,United Kingdom,79.21294
2001-10-01,United States,77.46805
2002-01-01,Australia,72.77962
2002-01-01,Canada,80.2431
2002-01-01,France,83.98101
2002-01-01,Germany,85.58997
2002-01-01,Japan,101.8241
2002-01-01,New Zealand,77.08663
2002-01-01,South Korea,72.94703
2002-01-01,Sweden,89.59435
2002-01-01,United Kingdom,79.04504
2002-01-01,United States,77.97671
2002-04-01,Australia,73.21579
2002-04-01,Canada,81.40961999999999
2002-04-01,France,84.63428
2002-04-01,Germany,85.6899
2002-04-01,Japan,102.2855
2002-04-01,New Zealand,77.83395
2002-04-01,South Korea,73.87096
2002-04-01,Sweden,90.79069
2002-04-01,United Kingdom,79.81736
2002-04-01,United States,78.44413
2002-07-01,Australia,73.66964
2002-07-01,Canada,82.35676
2002-07-01,France,85.07507
2002-07-01,Germany,86.03232
2002-07-01,Japan,102.0837
2002-07-01,New Zealand,78.315
2002-07-01,South Korea,74.14813000000001
2002-07-01,Sweden,90.76053
2002-07-01,United Kingdom,79.95168000000001
2002-07-01,United States,78.71909000000001
2002-10-01,Australia,73.9926
2002-10-01,Canada,82.76853
2002-10-01,France,85.35783
2002-10-01,Germany,86.08774
2002-10-01,Japan,101.981
2002-10-01,New Zealand,78.95433
2002-10-01,South Korea,74.70248000000001
2002-10-01,Sweden,91.73681
2002-10-01,United Kingdom,80.52252
2002-10-01,United States,79.04903
2003-01-01,Australia,74.41976
2003-01-01,Canada,83.16702
2003-01-01,France,85.78177
2003-01-01,Germany,86.34499
2003-01-01,Japan,101.2803
2003-01-01,New Zealand,79.10036
2003-01-01,South Korea,75.55658000000001
2003-01-01,Sweden,91.43298
2003-01-01,United Kingdom,80.28747
2003-01-01,United States,79.36523000000001
2003-04-01,Australia,74.93304
2003-04-01,Canada,83.54222
2003-04-01,France,86.33663
2003-04-01,Germany,86.41846
2003-04-01,Japan,101.8505
2003-04-01,New Zealand,79.44474
2003-04-01,South Korea,76.41103000000001
2003-04-01,Sweden,91.94904
2003-04-01,United Kingdom,80.82474
2003-04-01,United States,79.64017
2003-07-01,Australia,75.4676
2003-07-01,Canada,83.72272
2003-07-01,France,86.55105999999999
2003-07-01,Germany,86.81557
2003-07-01,Japan,101.9344
2003-07-01,New Zealand,79.54231
2003-07-01,South Korea,76.52634
2003-07-01,Sweden,91.41175
2003-07-01,United Kingdom,80.95905
2003-07-01,United States,79.77766
2003-10-01,Australia,75.73663
2003-10-01,Canada,84.2538
2003-10-01,France,87.30649
2003-10-01,Germany,86.87693
2003-10-01,Japan,101.7929
2003-10-01,New Zealand,80.23801
2003-10-01,South Korea,76.78059
2003-10-01,Sweden,92.05962
2003-10-01,United Kingdom,81.362
2003-10-01,United States,79.98387
2004-01-01,Australia,76.05994
2004-01-01,Canada,84.3308
2004-01-01,France,87.76201999999999
2004-01-01,Germany,87.47742
2004-01-01,Japan,100.9254
2004-01-01,New Zealand,80.36218000000001
2004-01-01,South Korea,77.49681
2004-01-01,Sweden,91.57596
2004-01-01,United Kingdom,81.16051999999999
2004-01-01,United States,80.42379
2004-04-01,Australia,76.54021999999999
2004-04-01,Canada,84.70956
2004-04-01,France,88.34716999999999
2004-04-01,Germany,87.99828000000001
2004-04-01,Japan,101.3728
2004-04-01,New Zealand,80.76601
2004-04-01,South Korea,78.07373
2004-04-01,Sweden,91.94234
2004-04-01,United Kingdom,81.73137
2004-04-01,United States,81.05618
2004-07-01,Australia,76.84136
2004-07-01,Canada,84.86419000000001
2004-07-01,France,88.67719
2004-07-01,Germany,88.28648000000001
2004-07-01,Japan,101.3984
2004-07-01,New Zealand,81.37755
2004-07-01,South Korea,78.46621999999999
2004-07-01,Sweden,91.65638
2004-07-01,United Kingdom,81.76495
2004-07-01,United States,81.22116
2004-10-01,Australia,77.20971999999999
2004-10-01,Canada,85.26833
2004-10-01,France,88.92175
2004-10-01,Germany,88.52515
2004-10-01,Japan,101.3065
2004-10-01,New Zealand,82.09718000000001
2004-10-01,South Korea,78.53569
2004-10-01,Sweden,92.3266
2004-10-01,United Kingdom,82.23505
2004-10-01,United States,81.67483
2005-01-01,Australia,77.88157
2005-01-01,Canada,85.52582
2005-01-01,France,88.985
2005-01-01,Germany,88.57889
2005-01-01,Japan,100.6611
2005-01-01,New Zealand,82.37956
2005-01-01,South Korea,79.56116999999999
2005-01-01,Sweden,91.62733
2005-01-01,United Kingdom,82.2
2005-01-01,United States,82.29347
2005-04-01,Australia,78.20772
2005-04-01,Canada,85.8106
2005-04-01,France,89.58766999999999
2005-04-01,Germany,88.48804
2005-04-01,Japan,101.0523
2005-04-01,New Zealand,83.03119000000001
2005-04-01,South Korea,79.96213
2005-04-01,Sweden,91.97362
2005-04-01,United Kingdom,82.9
2005-04-01,United States,82.80214000000001
2005-07-01,Australia,78.46561
2005-07-01,Canada,85.9882
2005-07-01,France,89.68755
2005-07-01,Germany,88.78517
2005-07-01,Japan,100.9229
2005-07-01,New Zealand,83.63602
2005-07-01,South Korea,80.06863
2005-07-01,Sweden,91.53798
2005-07-01,United Kingdom,83.2
2005-07-01,United States,82.91212
2005-10-01,Australia,78.66727
2005-10-01,Canada,86.44936
2005-10-01,France,89.88747
2005-10-01,Germany,88.98405
2005-10-01,Japan,100.8324
2005-10-01,New Zealand,84.38699
2005-10-01,South Korea,80.22837
2005-10-01,Sweden,92.38133
2005-10-01,United Kingdom,83.6
2005-10-01,United States,83.40704000000001
2006-01-01,Australia,79.16382
2006-01-01,Canada,86.50166
2006-01-01,France,89.95708
2006-01-01,Germany,88.95749
2006-01-01,Japan,100.1443
2006-01-01,New Zealand,84.62233
2006-01-01,South Korea,80.867
2006-01-01,Sweden,91.80606
2006-01-01,United Kingdom,83.6
2006-01-01,United States,84.01193
2006-04-01,Australia,79.56989
2006-04-01,Canada,86.85931
2006-04-01,France,90.59326
2006-04-01,Germany,89.06515999999999
2006-04-01,Japan,100.6416
2006-04-01,New Zealand,85.53888
2006-04-01,South Korea,81.53349
2006-04-01,Sweden,92.56787
2006-04-01,United Kingdom,84.3
2006-04-01,United States,84.83679000000001
2006-07-01,Australia,80.1002
2006-07-01,Canada,86.99899
2006-07-01,France,90.74084
2006-07-01,Germany,89.4112
2006-07-01,Japan,100.5883
2006-07-01,New Zealand,85.93509
2006-07-01,South Korea,81.77399
2006-07-01,Sweden,92.51984
2006-07-01,United Kingdom,84.5
2006-07-01,United States,85.24922
2006-10-01,Australia,80.55790999999999
2006-10-01,Canada,87.78973
2006-10-01,France,91.02431
2006-10-01,Germany,89.81127
2006-10-01,Japan,100.6709
2006-10-01,New Zealand,86.28074000000001
2006-10-01,South Korea,82.0145
2006-10-01,Sweden,93.37995
2006-10-01,United Kingdom,85.2
2006-10-01,United States,85.60665999999999
2007-01-01,Australia,80.9621
2007-01-01,Canada,88.09988
2007-01-01,France,91.15713
2007-01-01,Germany,90.35304
2007-01-01,Japan,99.89877
2007-01-01,New Zealand,86.58962
2007-01-01,South Korea,82.84039
2007-01-01,Sweden,93.52405
2007-01-01,United Kingdom,85.2
2007-01-01,United States,86.20385999999999
2007-04-01,Australia,81.54135
2007-04-01,Canada,88.70007
2007-04-01,France,91.86909
2007-04-01,Germany,90.81969
2007-04-01,Japan,100.4277
2007-04-01,New Zealand,87.02447
2007-04-01,South Korea,83.61301999999999
2007-04-01,Sweden,94.68575
2007-04-01,United Kingdom,86.0
2007-04-01,United States,86.7616
2007-07-01,Australia,82.04433
2007-07-01,Canada,89.14243
2007-07-01,France,92.09556
2007-07-01,Germany,91.26609
2007-07-01,Japan,100.3647
2007-07-01,New Zealand,87.17085
2007-07-01,South Korea,83.85316999999999
2007-07-01,Sweden,95.07895
2007-07-01,United Kingdom,86.2
2007-07-01,United States,87.09071999999999
2007-10-01,Australia,82.68079
2007-10-01,Canada,89.30872
2007-10-01,France,92.51711
2007-10-01,Germany,91.58627
2007-10-01,Japan,100.5228
2007-10-01,New Zealand,87.77563
2007-10-01,South Korea,84.14587
2007-10-01,Sweden,96.45512
2007-10-01,United Kingdom,86.7
2007-10-01,United States,87.58756
2008-01-01,Australia,83.35755999999999
2008-01-01,Canada,89.06136
2008-01-01,France,92.62994
2008-01-01,Germany,91.77309
2008-01-01,Japan,100.0192
2008-01-01,New Zealand,87.90878000000001
2008-01-01,South Korea,85.21225
2008-01-01,Sweden,95.66873
2008-01-01,United Kingdom,86.6
2008-01-01,United States,88.24209
2008-04-01,Australia,84.55059
2008-04-01,Canada,89.49345
2008-04-01,France,93.36407
2008-04-01,Germany,91.91154
2008-04-01,Japan,100.5044
2008-04-01,New Zealand,88.29697
2008-04-01,South Korea,86.38443000000001
2008-04-01,Sweden,96.9198
2008-04-01,United Kingdom,87.6
2008-04-01,United States,88.78126999999999
2008-07-01,Australia,85.38309
2008-07-01,Canada,89.80244
2008-07-01,France,93.48774
2008-07-01,Germany,92.53033
2008-07-01,Japan,100.7775
2008-07-01,New Zealand,88.94957
2008-07-01,South Korea,87.10486999999999
2008-07-01,Sweden,97.21023
2008-07-01,United Kingdom,88.1
2008-07-01,United States,89.27495
2008-10-01,Australia,85.72025
2008-10-01,Canada,90.67712
2008-10-01,France,93.83607
2008-10-01,Germany,92.76291
2008-10-01,Japan,100.7812
2008-10-01,New Zealand,89.96261
2008-10-01,South Korea,87.71777
2008-10-01,Sweden,97.81566
2008-10-01,United Kingdom,88.4
2008-10-01,United States,89.33406
2009-01-01,Australia,85.80672
2009-01-01,Canada,90.69774
2009-01-01,France,93.97172
2009-01-01,Germany,92.89651
2009-01-01,Japan,99.86761
2009-01-01,New Zealand,90.22442
2009-01-01,South Korea,88.43751
2009-01-01,Sweden,95.7715
2009-01-01,United Kingdom,88.2
2009-01-01,United States,89.77811
2009-04-01,Australia,86.35313000000001
2009-04-01,Canada,91.31539
2009-04-01,France,94.6966
2009-04-01,Germany,93.13184
2009-04-01,Japan,100.0357
2009-04-01,New Zealand,90.45557
2009-04-01,South Korea,89.0236
2009-04-01,Sweden,95.81618
2009-04-01,United Kingdom,89.1
2009-04-01,United States,90.39827
