date,value
2021-07-01,581805.0
2021-10-01,597082.0
2022-01-01,610346.0
2022-04-01,625467.0
2022-07-01,636553.0
2022-10-01,654062.0
2023-01-01,667103.0
2023-04-01,679433.0
2023-07-01,685035.0
2023-10-01,685749.0
2024-01-01,698800.0
2024-04-01,707433.0
2024-07-01,717089.0
2024-10-01,724724.0
