date,value
2017-10-01,545711000000.0
2018-01-01,551767000000.0
2018-04-01,560017000000.0
2018-07-01,564738000000.0
2018-10-01,559153000000.0
2019-01-01,567228000000.0
2019-04-01,578170000000.0
2019-07-01,580619000000.0
2019-10-01,587546000000.0
2020-01-01,572004000000.0
2020-04-01,503983000000.0
2020-07-01,561621000000.0
2020-10-01,582919000000.0
2021-01-01,605126000000.0
2021-04-01,616713000000.0
2021-07-01,635451000000.0
2021-10-01,659833000000.0
2022-01-01,681646000000.0
2022-04-01,710536000000.0
2022-07-01,711218000000.0
2022-10-01,709889000000.0
2023-01-01,709469000000.0
2023-04-01,714831000000.0
2023-07-01,725995000000.0
